atlasId,atlasName,cohortId,name
121200100,linagliptin no-met black,121200100,dpp4i/ID121200100
121200001,linagliptin no-met without-rdz,121200001,dpp4i/ID121200001
121200002,linagliptin no-met with-rdz,121200002,dpp4i/ID121200002
122200000,linagliptin main ot2 no-met,122200000,dpp4i/ID122200000
122210000,linagliptin ot2 no-met younger-age,122210000,dpp4i/ID122210000
122220000,linagliptin ot2 no-met middle-age,122220000,dpp4i/ID122220000
122230000,linagliptin ot2 no-met older-age,122230000,dpp4i/ID122230000
122200010,linagliptin ot2 no-met low-cvr,122200010,dpp4i/ID122200010
122200020,linagliptin ot2 no-met higher-cvr,122200020,dpp4i/ID122200020
122201000,linagliptin ot2 no-met female,122201000,dpp4i/ID122201000
122202000,linagliptin ot2 no-met male,122202000,dpp4i/ID122202000
122200100,linagliptin ot2 no-met black,122200100,dpp4i/ID122200100
122200001,linagliptin ot2 no-met without-rdz,122200001,dpp4i/ID122200001
122200002,linagliptin ot2 no-met with-rdz,122200002,dpp4i/ID122200002
131100000,saxagliptin main,131100000,dpp4i/ID131100000
131110000,saxagliptin younger-age,131110000,dpp4i/ID131110000
131120000,saxagliptin middle-age,131120000,dpp4i/ID131120000
131130000,saxagliptin older-age,131130000,dpp4i/ID131130000
131100010,saxagliptin low-cvr,131100010,dpp4i/ID131100010
131100020,saxagliptin higher-cvr,131100020,dpp4i/ID131100020
131101000,saxagliptin female,131101000,dpp4i/ID131101000
131102000,saxagliptin male,131102000,dpp4i/ID131102000
131100100,saxagliptin black,131100100,dpp4i/ID131100100
131100001,saxagliptin without-rdz,131100001,dpp4i/ID131100001
131100002,saxagliptin with-rdz,131100002,dpp4i/ID131100002
132100000,saxagliptin main ot2,132100000,dpp4i/ID132100000
132110000,saxagliptin ot2 younger-age,132110000,dpp4i/ID132110000
132120000,saxagliptin ot2 middle-age,132120000,dpp4i/ID132120000
132130000,saxagliptin ot2 older-age,132130000,dpp4i/ID132130000
132100010,saxagliptin ot2 low-cvr,132100010,dpp4i/ID132100010
132100020,saxagliptin ot2 higher-cvr,132100020,dpp4i/ID132100020
132101000,saxagliptin ot2 female,132101000,dpp4i/ID132101000
132102000,saxagliptin ot2 male,132102000,dpp4i/ID132102000
132100100,saxagliptin ot2 black,132100100,dpp4i/ID132100100
132100001,saxagliptin ot2 without-rdz,132100001,dpp4i/ID132100001
132100002,saxagliptin ot2 with-rdz,132100002,dpp4i/ID132100002
131200000,saxagliptin main no-met,131200000,dpp4i/ID131200000
131210000,saxagliptin no-met younger-age,131210000,dpp4i/ID131210000
131220000,saxagliptin no-met middle-age,131220000,dpp4i/ID131220000
131230000,saxagliptin no-met older-age,131230000,dpp4i/ID131230000
131200010,saxagliptin no-met low-cvr,131200010,dpp4i/ID131200010
131200020,saxagliptin no-met higher-cvr,131200020,dpp4i/ID131200020
131201000,saxagliptin no-met female,131201000,dpp4i/ID131201000
131202000,saxagliptin no-met male,131202000,dpp4i/ID131202000
131200100,saxagliptin no-met black,131200100,dpp4i/ID131200100
131200001,saxagliptin no-met without-rdz,131200001,dpp4i/ID131200001
131200002,saxagliptin no-met with-rdz,131200002,dpp4i/ID131200002
132200000,saxagliptin main ot2 no-met,132200000,dpp4i/ID132200000
132210000,saxagliptin ot2 no-met younger-age,132210000,dpp4i/ID132210000
132220000,saxagliptin ot2 no-met middle-age,132220000,dpp4i/ID132220000
132230000,saxagliptin ot2 no-met older-age,132230000,dpp4i/ID132230000
132200010,saxagliptin ot2 no-met low-cvr,132200010,dpp4i/ID132200010
132200020,saxagliptin ot2 no-met higher-cvr,132200020,dpp4i/ID132200020
132201000,saxagliptin ot2 no-met female,132201000,dpp4i/ID132201000
132202000,saxagliptin ot2 no-met male,132202000,dpp4i/ID132202000
132200100,saxagliptin ot2 no-met black,132200100,dpp4i/ID132200100
132200001,saxagliptin ot2 no-met without-rdz,132200001,dpp4i/ID132200001
132200002,saxagliptin ot2 no-met with-rdz,132200002,dpp4i/ID132200002
141100000,sitagliptin main,141100000,dpp4i/ID141100000
141110000,sitagliptin younger-age,141110000,dpp4i/ID141110000
141120000,sitagliptin middle-age,141120000,dpp4i/ID141120000
141130000,sitagliptin older-age,141130000,dpp4i/ID141130000
141100010,sitagliptin low-cvr,141100010,dpp4i/ID141100010
141100020,sitagliptin higher-cvr,141100020,dpp4i/ID141100020
141101000,sitagliptin female,141101000,dpp4i/ID141101000
141102000,sitagliptin male,141102000,dpp4i/ID141102000
141100100,sitagliptin black,141100100,dpp4i/ID141100100
141100001,sitagliptin without-rdz,141100001,dpp4i/ID141100001
141100002,sitagliptin with-rdz,141100002,dpp4i/ID141100002
142100000,sitagliptin main ot2,142100000,dpp4i/ID142100000
142110000,sitagliptin ot2 younger-age,142110000,dpp4i/ID142110000
142120000,sitagliptin ot2 middle-age,142120000,dpp4i/ID142120000
142130000,sitagliptin ot2 older-age,142130000,dpp4i/ID142130000
142100010,sitagliptin ot2 low-cvr,142100010,dpp4i/ID142100010
142100020,sitagliptin ot2 higher-cvr,142100020,dpp4i/ID142100020
142101000,sitagliptin ot2 female,142101000,dpp4i/ID142101000
142102000,sitagliptin ot2 male,142102000,dpp4i/ID142102000
142100100,sitagliptin ot2 black,142100100,dpp4i/ID142100100
142100001,sitagliptin ot2 without-rdz,142100001,dpp4i/ID142100001
142100002,sitagliptin ot2 with-rdz,142100002,dpp4i/ID142100002
141200000,sitagliptin main no-met,141200000,dpp4i/ID141200000
141210000,sitagliptin no-met younger-age,141210000,dpp4i/ID141210000
141220000,sitagliptin no-met middle-age,141220000,dpp4i/ID141220000
141230000,sitagliptin no-met older-age,141230000,dpp4i/ID141230000
141200010,sitagliptin no-met low-cvr,141200010,dpp4i/ID141200010
141200020,sitagliptin no-met higher-cvr,141200020,dpp4i/ID141200020
141201000,sitagliptin no-met female,141201000,dpp4i/ID141201000
141202000,sitagliptin no-met male,141202000,dpp4i/ID141202000
141200100,sitagliptin no-met black,141200100,dpp4i/ID141200100
141200001,sitagliptin no-met without-rdz,141200001,dpp4i/ID141200001
141200002,sitagliptin no-met with-rdz,141200002,dpp4i/ID141200002
142200000,sitagliptin main ot2 no-met,142200000,dpp4i/ID142200000
142210000,sitagliptin ot2 no-met younger-age,142210000,dpp4i/ID142210000
142220000,sitagliptin ot2 no-met middle-age,142220000,dpp4i/ID142220000
142230000,sitagliptin ot2 no-met older-age,142230000,dpp4i/ID142230000
142200010,sitagliptin ot2 no-met low-cvr,142200010,dpp4i/ID142200010
142200020,sitagliptin ot2 no-met higher-cvr,142200020,dpp4i/ID142200020
142201000,sitagliptin ot2 no-met female,142201000,dpp4i/ID142201000
142202000,sitagliptin ot2 no-met male,142202000,dpp4i/ID142202000
142200100,sitagliptin ot2 no-met black,142200100,dpp4i/ID142200100
142200001,sitagliptin ot2 no-met without-rdz,142200001,dpp4i/ID142200001
142200002,sitagliptin ot2 no-met with-rdz,142200002,dpp4i/ID142200002
151100000,vildagliptin main,151100000,dpp4i/ID151100000
151110000,vildagliptin younger-age,151110000,dpp4i/ID151110000
151120000,vildagliptin middle-age,151120000,dpp4i/ID151120000
151130000,vildagliptin older-age,151130000,dpp4i/ID151130000
151100010,vildagliptin low-cvr,151100010,dpp4i/ID151100010
151100020,vildagliptin higher-cvr,151100020,dpp4i/ID151100020
151101000,vildagliptin female,151101000,dpp4i/ID151101000
151102000,vildagliptin male,151102000,dpp4i/ID151102000
151100100,vildagliptin black,151100100,dpp4i/ID151100100
151100001,vildagliptin without-rdz,151100001,dpp4i/ID151100001
151100002,vildagliptin with-rdz,151100002,dpp4i/ID151100002
152100000,vildagliptin main ot2,152100000,dpp4i/ID152100000
152110000,vildagliptin ot2 younger-age,152110000,dpp4i/ID152110000
152120000,vildagliptin ot2 middle-age,152120000,dpp4i/ID152120000
152130000,vildagliptin ot2 older-age,152130000,dpp4i/ID152130000
152100010,vildagliptin ot2 low-cvr,152100010,dpp4i/ID152100010
152100020,vildagliptin ot2 higher-cvr,152100020,dpp4i/ID152100020
152101000,vildagliptin ot2 female,152101000,dpp4i/ID152101000
152102000,vildagliptin ot2 male,152102000,dpp4i/ID152102000
152100100,vildagliptin ot2 black,152100100,dpp4i/ID152100100
152100001,vildagliptin ot2 without-rdz,152100001,dpp4i/ID152100001
152100002,vildagliptin ot2 with-rdz,152100002,dpp4i/ID152100002
151200000,vildagliptin main no-met,151200000,dpp4i/ID151200000
151210000,vildagliptin no-met younger-age,151210000,dpp4i/ID151210000
151220000,vildagliptin no-met middle-age,151220000,dpp4i/ID151220000
151230000,vildagliptin no-met older-age,151230000,dpp4i/ID151230000
151200010,vildagliptin no-met low-cvr,151200010,dpp4i/ID151200010
151200020,vildagliptin no-met higher-cvr,151200020,dpp4i/ID151200020
151201000,vildagliptin no-met female,151201000,dpp4i/ID151201000
151202000,vildagliptin no-met male,151202000,dpp4i/ID151202000
151200100,vildagliptin no-met black,151200100,dpp4i/ID151200100
151200001,vildagliptin no-met without-rdz,151200001,dpp4i/ID151200001
151200002,vildagliptin no-met with-rdz,151200002,dpp4i/ID151200002
152200000,vildagliptin main ot2 no-met,152200000,dpp4i/ID152200000
152210000,vildagliptin ot2 no-met younger-age,152210000,dpp4i/ID152210000
152220000,vildagliptin ot2 no-met middle-age,152220000,dpp4i/ID152220000
152230000,vildagliptin ot2 no-met older-age,152230000,dpp4i/ID152230000
152200010,vildagliptin ot2 no-met low-cvr,152200010,dpp4i/ID152200010
152200020,vildagliptin ot2 no-met higher-cvr,152200020,dpp4i/ID152200020
152201000,vildagliptin ot2 no-met female,152201000,dpp4i/ID152201000
152202000,vildagliptin ot2 no-met male,152202000,dpp4i/ID152202000
152200100,vildagliptin ot2 no-met black,152200100,dpp4i/ID152200100
152200001,vildagliptin ot2 no-met without-rdz,152200001,dpp4i/ID152200001
152200002,vildagliptin ot2 no-met with-rdz,152200002,dpp4i/ID152200002
