targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
112101000,212101000,-1,NA,alogliptin ot2 female,albiglutide ot2 female
112102000,212102000,-1,NA,alogliptin ot2 male,albiglutide ot2 male
112100100,212100100,-1,NA,alogliptin ot2 black,albiglutide ot2 black
112100001,212100001,-1,NA,alogliptin ot2 without-rdz,albiglutide ot2 without-rdz
112100002,212100002,-1,NA,alogliptin ot2 with-rdz,albiglutide ot2 with-rdz
112200000,212200000,-1,NA,alogliptin main ot2 no-met,albiglutide main ot2 no-met
112210000,212210000,-1,NA,alogliptin ot2 no-met younger-age,albiglutide ot2 no-met younger-age
112220000,212220000,-1,NA,alogliptin ot2 no-met middle-age,albiglutide ot2 no-met middle-age
112230000,212230000,-1,NA,alogliptin ot2 no-met older-age,albiglutide ot2 no-met older-age
112200010,212200010,-1,NA,alogliptin ot2 no-met low-cvr,albiglutide ot2 no-met low-cvr
112200020,212200020,-1,NA,alogliptin ot2 no-met higher-cvr,albiglutide ot2 no-met higher-cvr
112201000,212201000,-1,NA,alogliptin ot2 no-met female,albiglutide ot2 no-met female
112202000,212202000,-1,NA,alogliptin ot2 no-met male,albiglutide ot2 no-met male
112200100,212200100,-1,NA,alogliptin ot2 no-met black,albiglutide ot2 no-met black
112200001,212200001,-1,NA,alogliptin ot2 no-met without-rdz,albiglutide ot2 no-met without-rdz
112200002,212200002,-1,NA,alogliptin ot2 no-met with-rdz,albiglutide ot2 no-met with-rdz
112100000,222100000,-1,NA,alogliptin main ot2,dulaglutide main ot2
112110000,222110000,-1,NA,alogliptin ot2 younger-age,dulaglutide ot2 younger-age
112120000,222120000,-1,NA,alogliptin ot2 middle-age,dulaglutide ot2 middle-age
112130000,222130000,-1,NA,alogliptin ot2 older-age,dulaglutide ot2 older-age
112100010,222100010,-1,NA,alogliptin ot2 low-cvr,dulaglutide ot2 low-cvr
112100020,222100020,-1,NA,alogliptin ot2 higher-cvr,dulaglutide ot2 higher-cvr
112101000,222101000,-1,NA,alogliptin ot2 female,dulaglutide ot2 female
112102000,222102000,-1,NA,alogliptin ot2 male,dulaglutide ot2 male
112100100,222100100,-1,NA,alogliptin ot2 black,dulaglutide ot2 black
112100001,222100001,-1,NA,alogliptin ot2 without-rdz,dulaglutide ot2 without-rdz
112100002,222100002,-1,NA,alogliptin ot2 with-rdz,dulaglutide ot2 with-rdz
112200000,222200000,-1,NA,alogliptin main ot2 no-met,dulaglutide main ot2 no-met
112210000,222210000,-1,NA,alogliptin ot2 no-met younger-age,dulaglutide ot2 no-met younger-age
112220000,222220000,-1,NA,alogliptin ot2 no-met middle-age,dulaglutide ot2 no-met middle-age
112230000,222230000,-1,NA,alogliptin ot2 no-met older-age,dulaglutide ot2 no-met older-age
112200010,222200010,-1,NA,alogliptin ot2 no-met low-cvr,dulaglutide ot2 no-met low-cvr
112200020,222200020,-1,NA,alogliptin ot2 no-met higher-cvr,dulaglutide ot2 no-met higher-cvr
112201000,222201000,-1,NA,alogliptin ot2 no-met female,dulaglutide ot2 no-met female
112202000,222202000,-1,NA,alogliptin ot2 no-met male,dulaglutide ot2 no-met male
112200100,222200100,-1,NA,alogliptin ot2 no-met black,dulaglutide ot2 no-met black
112200001,222200001,-1,NA,alogliptin ot2 no-met without-rdz,dulaglutide ot2 no-met without-rdz
112200002,222200002,-1,NA,alogliptin ot2 no-met with-rdz,dulaglutide ot2 no-met with-rdz
112100000,232100000,-1,NA,alogliptin main ot2,exenatide main ot2
112110000,232110000,-1,NA,alogliptin ot2 younger-age,exenatide ot2 younger-age
112120000,232120000,-1,NA,alogliptin ot2 middle-age,exenatide ot2 middle-age
112130000,232130000,-1,NA,alogliptin ot2 older-age,exenatide ot2 older-age
112100010,232100010,-1,NA,alogliptin ot2 low-cvr,exenatide ot2 low-cvr
112100020,232100020,-1,NA,alogliptin ot2 higher-cvr,exenatide ot2 higher-cvr
112101000,232101000,-1,NA,alogliptin ot2 female,exenatide ot2 female
112102000,232102000,-1,NA,alogliptin ot2 male,exenatide ot2 male
112100100,232100100,-1,NA,alogliptin ot2 black,exenatide ot2 black
112100001,232100001,-1,NA,alogliptin ot2 without-rdz,exenatide ot2 without-rdz
112100002,232100002,-1,NA,alogliptin ot2 with-rdz,exenatide ot2 with-rdz
112200000,232200000,-1,NA,alogliptin main ot2 no-met,exenatide main ot2 no-met
112210000,232210000,-1,NA,alogliptin ot2 no-met younger-age,exenatide ot2 no-met younger-age
112220000,232220000,-1,NA,alogliptin ot2 no-met middle-age,exenatide ot2 no-met middle-age
112230000,232230000,-1,NA,alogliptin ot2 no-met older-age,exenatide ot2 no-met older-age
112200010,232200010,-1,NA,alogliptin ot2 no-met low-cvr,exenatide ot2 no-met low-cvr
112200020,232200020,-1,NA,alogliptin ot2 no-met higher-cvr,exenatide ot2 no-met higher-cvr
112201000,232201000,-1,NA,alogliptin ot2 no-met female,exenatide ot2 no-met female
112202000,232202000,-1,NA,alogliptin ot2 no-met male,exenatide ot2 no-met male
112200100,232200100,-1,NA,alogliptin ot2 no-met black,exenatide ot2 no-met black
112200001,232200001,-1,NA,alogliptin ot2 no-met without-rdz,exenatide ot2 no-met without-rdz
112200002,232200002,-1,NA,alogliptin ot2 no-met with-rdz,exenatide ot2 no-met with-rdz
112100000,242100000,-1,NA,alogliptin main ot2,liraglutide main ot2
112110000,242110000,-1,NA,alogliptin ot2 younger-age,liraglutide ot2 younger-age
112120000,242120000,-1,NA,alogliptin ot2 middle-age,liraglutide ot2 middle-age
112130000,242130000,-1,NA,alogliptin ot2 older-age,liraglutide ot2 older-age
112100010,242100010,-1,NA,alogliptin ot2 low-cvr,liraglutide ot2 low-cvr
112100020,242100020,-1,NA,alogliptin ot2 higher-cvr,liraglutide ot2 higher-cvr
112101000,242101000,-1,NA,alogliptin ot2 female,liraglutide ot2 female
112102000,242102000,-1,NA,alogliptin ot2 male,liraglutide ot2 male
112100100,242100100,-1,NA,alogliptin ot2 black,liraglutide ot2 black
112100001,242100001,-1,NA,alogliptin ot2 without-rdz,liraglutide ot2 without-rdz
112100002,242100002,-1,NA,alogliptin ot2 with-rdz,liraglutide ot2 with-rdz
112200000,242200000,-1,NA,alogliptin main ot2 no-met,liraglutide main ot2 no-met
112210000,242210000,-1,NA,alogliptin ot2 no-met younger-age,liraglutide ot2 no-met younger-age
112220000,242220000,-1,NA,alogliptin ot2 no-met middle-age,liraglutide ot2 no-met middle-age
112230000,242230000,-1,NA,alogliptin ot2 no-met older-age,liraglutide ot2 no-met older-age
112200010,242200010,-1,NA,alogliptin ot2 no-met low-cvr,liraglutide ot2 no-met low-cvr
112200020,242200020,-1,NA,alogliptin ot2 no-met higher-cvr,liraglutide ot2 no-met higher-cvr
112201000,242201000,-1,NA,alogliptin ot2 no-met female,liraglutide ot2 no-met female
112202000,242202000,-1,NA,alogliptin ot2 no-met male,liraglutide ot2 no-met male
112200100,242200100,-1,NA,alogliptin ot2 no-met black,liraglutide ot2 no-met black
112200001,242200001,-1,NA,alogliptin ot2 no-met without-rdz,liraglutide ot2 no-met without-rdz
112200002,242200002,-1,NA,alogliptin ot2 no-met with-rdz,liraglutide ot2 no-met with-rdz
112100000,252100000,-1,NA,alogliptin main ot2,lixisenatide main ot2
112110000,252110000,-1,NA,alogliptin ot2 younger-age,lixisenatide ot2 younger-age
112120000,252120000,-1,NA,alogliptin ot2 middle-age,lixisenatide ot2 middle-age
112130000,252130000,-1,NA,alogliptin ot2 older-age,lixisenatide ot2 older-age
112100010,252100010,-1,NA,alogliptin ot2 low-cvr,lixisenatide ot2 low-cvr
112100020,252100020,-1,NA,alogliptin ot2 higher-cvr,lixisenatide ot2 higher-cvr
112101000,252101000,-1,NA,alogliptin ot2 female,lixisenatide ot2 female
112102000,252102000,-1,NA,alogliptin ot2 male,lixisenatide ot2 male
112100100,252100100,-1,NA,alogliptin ot2 black,lixisenatide ot2 black
112100001,252100001,-1,NA,alogliptin ot2 without-rdz,lixisenatide ot2 without-rdz
112100002,252100002,-1,NA,alogliptin ot2 with-rdz,lixisenatide ot2 with-rdz
112200000,252200000,-1,NA,alogliptin main ot2 no-met,lixisenatide main ot2 no-met
112210000,252210000,-1,NA,alogliptin ot2 no-met younger-age,lixisenatide ot2 no-met younger-age
112220000,252220000,-1,NA,alogliptin ot2 no-met middle-age,lixisenatide ot2 no-met middle-age
112230000,252230000,-1,NA,alogliptin ot2 no-met older-age,lixisenatide ot2 no-met older-age
112200010,252200010,-1,NA,alogliptin ot2 no-met low-cvr,lixisenatide ot2 no-met low-cvr
112200020,252200020,-1,NA,alogliptin ot2 no-met higher-cvr,lixisenatide ot2 no-met higher-cvr
112201000,252201000,-1,NA,alogliptin ot2 no-met female,lixisenatide ot2 no-met female
112202000,252202000,-1,NA,alogliptin ot2 no-met male,lixisenatide ot2 no-met male
112200100,252200100,-1,NA,alogliptin ot2 no-met black,lixisenatide ot2 no-met black
112200001,252200001,-1,NA,alogliptin ot2 no-met without-rdz,lixisenatide ot2 no-met without-rdz
112200002,252200002,-1,NA,alogliptin ot2 no-met with-rdz,lixisenatide ot2 no-met with-rdz
112100000,262100000,-1,NA,alogliptin main ot2,semaglutide main ot2
112110000,262110000,-1,NA,alogliptin ot2 younger-age,semaglutide ot2 younger-age
112120000,262120000,-1,NA,alogliptin ot2 middle-age,semaglutide ot2 middle-age
112130000,262130000,-1,NA,alogliptin ot2 older-age,semaglutide ot2 older-age
112100010,262100010,-1,NA,alogliptin ot2 low-cvr,semaglutide ot2 low-cvr
112100020,262100020,-1,NA,alogliptin ot2 higher-cvr,semaglutide ot2 higher-cvr
112101000,262101000,-1,NA,alogliptin ot2 female,semaglutide ot2 female
112102000,262102000,-1,NA,alogliptin ot2 male,semaglutide ot2 male
112100100,262100100,-1,NA,alogliptin ot2 black,semaglutide ot2 black
112100001,262100001,-1,NA,alogliptin ot2 without-rdz,semaglutide ot2 without-rdz
112100002,262100002,-1,NA,alogliptin ot2 with-rdz,semaglutide ot2 with-rdz
112200000,262200000,-1,NA,alogliptin main ot2 no-met,semaglutide main ot2 no-met
112210000,262210000,-1,NA,alogliptin ot2 no-met younger-age,semaglutide ot2 no-met younger-age
112220000,262220000,-1,NA,alogliptin ot2 no-met middle-age,semaglutide ot2 no-met middle-age
112230000,262230000,-1,NA,alogliptin ot2 no-met older-age,semaglutide ot2 no-met older-age
112200010,262200010,-1,NA,alogliptin ot2 no-met low-cvr,semaglutide ot2 no-met low-cvr
112200020,262200020,-1,NA,alogliptin ot2 no-met higher-cvr,semaglutide ot2 no-met higher-cvr
112201000,262201000,-1,NA,alogliptin ot2 no-met female,semaglutide ot2 no-met female
112202000,262202000,-1,NA,alogliptin ot2 no-met male,semaglutide ot2 no-met male
112200100,262200100,-1,NA,alogliptin ot2 no-met black,semaglutide ot2 no-met black
112200001,262200001,-1,NA,alogliptin ot2 no-met without-rdz,semaglutide ot2 no-met without-rdz
112200002,262200002,-1,NA,alogliptin ot2 no-met with-rdz,semaglutide ot2 no-met with-rdz
112100000,312100000,-1,NA,alogliptin main ot2,canagliflozin main ot2
112110000,312110000,-1,NA,alogliptin ot2 younger-age,canagliflozin ot2 younger-age
112120000,312120000,-1,NA,alogliptin ot2 middle-age,canagliflozin ot2 middle-age
112130000,312130000,-1,NA,alogliptin ot2 older-age,canagliflozin ot2 older-age
112100010,312100010,-1,NA,alogliptin ot2 low-cvr,canagliflozin ot2 low-cvr
112100020,312100020,-1,NA,alogliptin ot2 higher-cvr,canagliflozin ot2 higher-cvr
112101000,312101000,-1,NA,alogliptin ot2 female,canagliflozin ot2 female
112102000,312102000,-1,NA,alogliptin ot2 male,canagliflozin ot2 male
112100100,312100100,-1,NA,alogliptin ot2 black,canagliflozin ot2 black
112100001,312100001,-1,NA,alogliptin ot2 without-rdz,canagliflozin ot2 without-rdz
112100002,312100002,-1,NA,alogliptin ot2 with-rdz,canagliflozin ot2 with-rdz
112200000,312200000,-1,NA,alogliptin main ot2 no-met,canagliflozin main ot2 no-met
112210000,312210000,-1,NA,alogliptin ot2 no-met younger-age,canagliflozin ot2 no-met younger-age
112220000,312220000,-1,NA,alogliptin ot2 no-met middle-age,canagliflozin ot2 no-met middle-age
112230000,312230000,-1,NA,alogliptin ot2 no-met older-age,canagliflozin ot2 no-met older-age
112200010,312200010,-1,NA,alogliptin ot2 no-met low-cvr,canagliflozin ot2 no-met low-cvr
112200020,312200020,-1,NA,alogliptin ot2 no-met higher-cvr,canagliflozin ot2 no-met higher-cvr
112201000,312201000,-1,NA,alogliptin ot2 no-met female,canagliflozin ot2 no-met female
112202000,312202000,-1,NA,alogliptin ot2 no-met male,canagliflozin ot2 no-met male
112200100,312200100,-1,NA,alogliptin ot2 no-met black,canagliflozin ot2 no-met black
112200001,312200001,-1,NA,alogliptin ot2 no-met without-rdz,canagliflozin ot2 no-met without-rdz
112200002,312200002,-1,NA,alogliptin ot2 no-met with-rdz,canagliflozin ot2 no-met with-rdz
112100000,322100000,-1,NA,alogliptin main ot2,dapagliflozin main ot2
112110000,322110000,-1,NA,alogliptin ot2 younger-age,dapagliflozin ot2 younger-age
112120000,322120000,-1,NA,alogliptin ot2 middle-age,dapagliflozin ot2 middle-age
112130000,322130000,-1,NA,alogliptin ot2 older-age,dapagliflozin ot2 older-age
112100010,322100010,-1,NA,alogliptin ot2 low-cvr,dapagliflozin ot2 low-cvr
112100020,322100020,-1,NA,alogliptin ot2 higher-cvr,dapagliflozin ot2 higher-cvr
112101000,322101000,-1,NA,alogliptin ot2 female,dapagliflozin ot2 female
112102000,322102000,-1,NA,alogliptin ot2 male,dapagliflozin ot2 male
112100100,322100100,-1,NA,alogliptin ot2 black,dapagliflozin ot2 black
112100001,322100001,-1,NA,alogliptin ot2 without-rdz,dapagliflozin ot2 without-rdz
112100002,322100002,-1,NA,alogliptin ot2 with-rdz,dapagliflozin ot2 with-rdz
112200000,322200000,-1,NA,alogliptin main ot2 no-met,dapagliflozin main ot2 no-met
112210000,322210000,-1,NA,alogliptin ot2 no-met younger-age,dapagliflozin ot2 no-met younger-age
112220000,322220000,-1,NA,alogliptin ot2 no-met middle-age,dapagliflozin ot2 no-met middle-age
112230000,322230000,-1,NA,alogliptin ot2 no-met older-age,dapagliflozin ot2 no-met older-age
112200010,322200010,-1,NA,alogliptin ot2 no-met low-cvr,dapagliflozin ot2 no-met low-cvr
112200020,322200020,-1,NA,alogliptin ot2 no-met higher-cvr,dapagliflozin ot2 no-met higher-cvr
112201000,322201000,-1,NA,alogliptin ot2 no-met female,dapagliflozin ot2 no-met female
112202000,322202000,-1,NA,alogliptin ot2 no-met male,dapagliflozin ot2 no-met male
112200100,322200100,-1,NA,alogliptin ot2 no-met black,dapagliflozin ot2 no-met black
112200001,322200001,-1,NA,alogliptin ot2 no-met without-rdz,dapagliflozin ot2 no-met without-rdz
112200002,322200002,-1,NA,alogliptin ot2 no-met with-rdz,dapagliflozin ot2 no-met with-rdz
112100000,332100000,-1,NA,alogliptin main ot2,empagliflozin main ot2
112110000,332110000,-1,NA,alogliptin ot2 younger-age,empagliflozin ot2 younger-age
112120000,332120000,-1,NA,alogliptin ot2 middle-age,empagliflozin ot2 middle-age
112130000,332130000,-1,NA,alogliptin ot2 older-age,empagliflozin ot2 older-age
112100010,332100010,-1,NA,alogliptin ot2 low-cvr,empagliflozin ot2 low-cvr
112100020,332100020,-1,NA,alogliptin ot2 higher-cvr,empagliflozin ot2 higher-cvr
112101000,332101000,-1,NA,alogliptin ot2 female,empagliflozin ot2 female
112102000,332102000,-1,NA,alogliptin ot2 male,empagliflozin ot2 male
112100100,332100100,-1,NA,alogliptin ot2 black,empagliflozin ot2 black
112100001,332100001,-1,NA,alogliptin ot2 without-rdz,empagliflozin ot2 without-rdz
112100002,332100002,-1,NA,alogliptin ot2 with-rdz,empagliflozin ot2 with-rdz
112200000,332200000,-1,NA,alogliptin main ot2 no-met,empagliflozin main ot2 no-met
112210000,332210000,-1,NA,alogliptin ot2 no-met younger-age,empagliflozin ot2 no-met younger-age
112220000,332220000,-1,NA,alogliptin ot2 no-met middle-age,empagliflozin ot2 no-met middle-age
112230000,332230000,-1,NA,alogliptin ot2 no-met older-age,empagliflozin ot2 no-met older-age
112200010,332200010,-1,NA,alogliptin ot2 no-met low-cvr,empagliflozin ot2 no-met low-cvr
112200020,332200020,-1,NA,alogliptin ot2 no-met higher-cvr,empagliflozin ot2 no-met higher-cvr
112201000,332201000,-1,NA,alogliptin ot2 no-met female,empagliflozin ot2 no-met female
112202000,332202000,-1,NA,alogliptin ot2 no-met male,empagliflozin ot2 no-met male
112200100,332200100,-1,NA,alogliptin ot2 no-met black,empagliflozin ot2 no-met black
112200001,332200001,-1,NA,alogliptin ot2 no-met without-rdz,empagliflozin ot2 no-met without-rdz
112200002,332200002,-1,NA,alogliptin ot2 no-met with-rdz,empagliflozin ot2 no-met with-rdz
112100000,342100000,-1,NA,alogliptin main ot2,ertugliflozin main ot2
112110000,342110000,-1,NA,alogliptin ot2 younger-age,ertugliflozin ot2 younger-age
112120000,342120000,-1,NA,alogliptin ot2 middle-age,ertugliflozin ot2 middle-age
112130000,342130000,-1,NA,alogliptin ot2 older-age,ertugliflozin ot2 older-age
112100010,342100010,-1,NA,alogliptin ot2 low-cvr,ertugliflozin ot2 low-cvr
112100020,342100020,-1,NA,alogliptin ot2 higher-cvr,ertugliflozin ot2 higher-cvr
112101000,342101000,-1,NA,alogliptin ot2 female,ertugliflozin ot2 female
112102000,342102000,-1,NA,alogliptin ot2 male,ertugliflozin ot2 male
112100100,342100100,-1,NA,alogliptin ot2 black,ertugliflozin ot2 black
112100001,342100001,-1,NA,alogliptin ot2 without-rdz,ertugliflozin ot2 without-rdz
112100002,342100002,-1,NA,alogliptin ot2 with-rdz,ertugliflozin ot2 with-rdz
112200000,342200000,-1,NA,alogliptin main ot2 no-met,ertugliflozin main ot2 no-met
112210000,342210000,-1,NA,alogliptin ot2 no-met younger-age,ertugliflozin ot2 no-met younger-age
112220000,342220000,-1,NA,alogliptin ot2 no-met middle-age,ertugliflozin ot2 no-met middle-age
112230000,342230000,-1,NA,alogliptin ot2 no-met older-age,ertugliflozin ot2 no-met older-age
112200010,342200010,-1,NA,alogliptin ot2 no-met low-cvr,ertugliflozin ot2 no-met low-cvr
112200020,342200020,-1,NA,alogliptin ot2 no-met higher-cvr,ertugliflozin ot2 no-met higher-cvr
112201000,342201000,-1,NA,alogliptin ot2 no-met female,ertugliflozin ot2 no-met female
112202000,342202000,-1,NA,alogliptin ot2 no-met male,ertugliflozin ot2 no-met male
112200100,342200100,-1,NA,alogliptin ot2 no-met black,ertugliflozin ot2 no-met black
112200001,342200001,-1,NA,alogliptin ot2 no-met without-rdz,ertugliflozin ot2 no-met without-rdz
112200002,342200002,-1,NA,alogliptin ot2 no-met with-rdz,ertugliflozin ot2 no-met with-rdz
112100000,412100000,-1,NA,alogliptin main ot2,chlorpropamide main ot2
112110000,412110000,-1,NA,alogliptin ot2 younger-age,chlorpropamide ot2 younger-age
112120000,412120000,-1,NA,alogliptin ot2 middle-age,chlorpropamide ot2 middle-age
112130000,412130000,-1,NA,alogliptin ot2 older-age,chlorpropamide ot2 older-age
112100010,412100010,-1,NA,alogliptin ot2 low-cvr,chlorpropamide ot2 low-cvr
112100020,412100020,-1,NA,alogliptin ot2 higher-cvr,chlorpropamide ot2 higher-cvr
112101000,412101000,-1,NA,alogliptin ot2 female,chlorpropamide ot2 female
