atlasId,atlasName,cohortId,name
442200010,gliquidone ot2 no-met low-cvr,442200010,su/ID442200010
442200020,gliquidone ot2 no-met higher-cvr,442200020,su/ID442200020
442201000,gliquidone ot2 no-met female,442201000,su/ID442201000
442202000,gliquidone ot2 no-met male,442202000,su/ID442202000
442200100,gliquidone ot2 no-met black,442200100,su/ID442200100
442200001,gliquidone ot2 no-met without-rdz,442200001,su/ID442200001
442200002,gliquidone ot2 no-met with-rdz,442200002,su/ID442200002
451100000,glyburide main,451100000,su/ID451100000
451110000,glyburide younger-age,451110000,su/ID451110000
451120000,glyburide middle-age,451120000,su/ID451120000
451130000,glyburide older-age,451130000,su/ID451130000
451100010,glyburide low-cvr,451100010,su/ID451100010
451100020,glyburide higher-cvr,451100020,su/ID451100020
451101000,glyburide female,451101000,su/ID451101000
451102000,glyburide male,451102000,su/ID451102000
451100100,glyburide black,451100100,su/ID451100100
451100001,glyburide without-rdz,451100001,su/ID451100001
451100002,glyburide with-rdz,451100002,su/ID451100002
452100000,glyburide main ot2,452100000,su/ID452100000
452110000,glyburide ot2 younger-age,452110000,su/ID452110000
452120000,glyburide ot2 middle-age,452120000,su/ID452120000
452130000,glyburide ot2 older-age,452130000,su/ID452130000
452100010,glyburide ot2 low-cvr,452100010,su/ID452100010
452100020,glyburide ot2 higher-cvr,452100020,su/ID452100020
452101000,glyburide ot2 female,452101000,su/ID452101000
452102000,glyburide ot2 male,452102000,su/ID452102000
452100100,glyburide ot2 black,452100100,su/ID452100100
452100001,glyburide ot2 without-rdz,452100001,su/ID452100001
452100002,glyburide ot2 with-rdz,452100002,su/ID452100002
451200000,glyburide main no-met,451200000,su/ID451200000
451210000,glyburide no-met younger-age,451210000,su/ID451210000
451220000,glyburide no-met middle-age,451220000,su/ID451220000
451230000,glyburide no-met older-age,451230000,su/ID451230000
451200010,glyburide no-met low-cvr,451200010,su/ID451200010
451200020,glyburide no-met higher-cvr,451200020,su/ID451200020
451201000,glyburide no-met female,451201000,su/ID451201000
451202000,glyburide no-met male,451202000,su/ID451202000
451200100,glyburide no-met black,451200100,su/ID451200100
451200001,glyburide no-met without-rdz,451200001,su/ID451200001
451200002,glyburide no-met with-rdz,451200002,su/ID451200002
452200000,glyburide main ot2 no-met,452200000,su/ID452200000
452210000,glyburide ot2 no-met younger-age,452210000,su/ID452210000
452220000,glyburide ot2 no-met middle-age,452220000,su/ID452220000
452230000,glyburide ot2 no-met older-age,452230000,su/ID452230000
452200010,glyburide ot2 no-met low-cvr,452200010,su/ID452200010
452200020,glyburide ot2 no-met higher-cvr,452200020,su/ID452200020
452201000,glyburide ot2 no-met female,452201000,su/ID452201000
452202000,glyburide ot2 no-met male,452202000,su/ID452202000
452200100,glyburide ot2 no-met black,452200100,su/ID452200100
452200001,glyburide ot2 no-met without-rdz,452200001,su/ID452200001
452200002,glyburide ot2 no-met with-rdz,452200002,su/ID452200002
461100000,tolazamide main,461100000,su/ID461100000
461110000,tolazamide younger-age,461110000,su/ID461110000
461120000,tolazamide middle-age,461120000,su/ID461120000
461130000,tolazamide older-age,461130000,su/ID461130000
461100010,tolazamide low-cvr,461100010,su/ID461100010
461100020,tolazamide higher-cvr,461100020,su/ID461100020
461101000,tolazamide female,461101000,su/ID461101000
461102000,tolazamide male,461102000,su/ID461102000
461100100,tolazamide black,461100100,su/ID461100100
461100001,tolazamide without-rdz,461100001,su/ID461100001
461100002,tolazamide with-rdz,461100002,su/ID461100002
462100000,tolazamide main ot2,462100000,su/ID462100000
462110000,tolazamide ot2 younger-age,462110000,su/ID462110000
462120000,tolazamide ot2 middle-age,462120000,su/ID462120000
462130000,tolazamide ot2 older-age,462130000,su/ID462130000
462100010,tolazamide ot2 low-cvr,462100010,su/ID462100010
462100020,tolazamide ot2 higher-cvr,462100020,su/ID462100020
462101000,tolazamide ot2 female,462101000,su/ID462101000
462102000,tolazamide ot2 male,462102000,su/ID462102000
462100100,tolazamide ot2 black,462100100,su/ID462100100
462100001,tolazamide ot2 without-rdz,462100001,su/ID462100001
462100002,tolazamide ot2 with-rdz,462100002,su/ID462100002
461200000,tolazamide main no-met,461200000,su/ID461200000
461210000,tolazamide no-met younger-age,461210000,su/ID461210000
461220000,tolazamide no-met middle-age,461220000,su/ID461220000
461230000,tolazamide no-met older-age,461230000,su/ID461230000
461200010,tolazamide no-met low-cvr,461200010,su/ID461200010
461200020,tolazamide no-met higher-cvr,461200020,su/ID461200020
461201000,tolazamide no-met female,461201000,su/ID461201000
461202000,tolazamide no-met male,461202000,su/ID461202000
461200100,tolazamide no-met black,461200100,su/ID461200100
461200001,tolazamide no-met without-rdz,461200001,su/ID461200001
461200002,tolazamide no-met with-rdz,461200002,su/ID461200002
462200000,tolazamide main ot2 no-met,462200000,su/ID462200000
462210000,tolazamide ot2 no-met younger-age,462210000,su/ID462210000
462220000,tolazamide ot2 no-met middle-age,462220000,su/ID462220000
462230000,tolazamide ot2 no-met older-age,462230000,su/ID462230000
462200010,tolazamide ot2 no-met low-cvr,462200010,su/ID462200010
462200020,tolazamide ot2 no-met higher-cvr,462200020,su/ID462200020
462201000,tolazamide ot2 no-met female,462201000,su/ID462201000
462202000,tolazamide ot2 no-met male,462202000,su/ID462202000
462200100,tolazamide ot2 no-met black,462200100,su/ID462200100
462200001,tolazamide ot2 no-met without-rdz,462200001,su/ID462200001
462200002,tolazamide ot2 no-met with-rdz,462200002,su/ID462200002
471100000,tolbutamide main,471100000,su/ID471100000
471110000,tolbutamide younger-age,471110000,su/ID471110000
471120000,tolbutamide middle-age,471120000,su/ID471120000
471130000,tolbutamide older-age,471130000,su/ID471130000
471100010,tolbutamide low-cvr,471100010,su/ID471100010
471100020,tolbutamide higher-cvr,471100020,su/ID471100020
471101000,tolbutamide female,471101000,su/ID471101000
471102000,tolbutamide male,471102000,su/ID471102000
471100100,tolbutamide black,471100100,su/ID471100100
471100001,tolbutamide without-rdz,471100001,su/ID471100001
471100002,tolbutamide with-rdz,471100002,su/ID471100002
472100000,tolbutamide main ot2,472100000,su/ID472100000
472110000,tolbutamide ot2 younger-age,472110000,su/ID472110000
472120000,tolbutamide ot2 middle-age,472120000,su/ID472120000
472130000,tolbutamide ot2 older-age,472130000,su/ID472130000
472100010,tolbutamide ot2 low-cvr,472100010,su/ID472100010
472100020,tolbutamide ot2 higher-cvr,472100020,su/ID472100020
472101000,tolbutamide ot2 female,472101000,su/ID472101000
472102000,tolbutamide ot2 male,472102000,su/ID472102000
472100100,tolbutamide ot2 black,472100100,su/ID472100100
472100001,tolbutamide ot2 without-rdz,472100001,su/ID472100001
472100002,tolbutamide ot2 with-rdz,472100002,su/ID472100002
471200000,tolbutamide main no-met,471200000,su/ID471200000
471210000,tolbutamide no-met younger-age,471210000,su/ID471210000
471220000,tolbutamide no-met middle-age,471220000,su/ID471220000
471230000,tolbutamide no-met older-age,471230000,su/ID471230000
471200010,tolbutamide no-met low-cvr,471200010,su/ID471200010
471200020,tolbutamide no-met higher-cvr,471200020,su/ID471200020
471201000,tolbutamide no-met female,471201000,su/ID471201000
471202000,tolbutamide no-met male,471202000,su/ID471202000
471200100,tolbutamide no-met black,471200100,su/ID471200100
471200001,tolbutamide no-met without-rdz,471200001,su/ID471200001
471200002,tolbutamide no-met with-rdz,471200002,su/ID471200002
472200000,tolbutamide main ot2 no-met,472200000,su/ID472200000
472210000,tolbutamide ot2 no-met younger-age,472210000,su/ID472210000
472220000,tolbutamide ot2 no-met middle-age,472220000,su/ID472220000
472230000,tolbutamide ot2 no-met older-age,472230000,su/ID472230000
472200010,tolbutamide ot2 no-met low-cvr,472200010,su/ID472200010
472200020,tolbutamide ot2 no-met higher-cvr,472200020,su/ID472200020
472201000,tolbutamide ot2 no-met female,472201000,su/ID472201000
472202000,tolbutamide ot2 no-met male,472202000,su/ID472202000
472200100,tolbutamide ot2 no-met black,472200100,su/ID472200100
472200001,tolbutamide ot2 no-met without-rdz,472200001,su/ID472200001
472200002,tolbutamide ot2 no-met with-rdz,472200002,su/ID472200002
