targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
111200010,121200010,-1,NA,alogliptin no-met low-cvr,linagliptin no-met low-cvr
111200020,121200020,-1,NA,alogliptin no-met higher-cvr,linagliptin no-met higher-cvr
111201000,121201000,-1,NA,alogliptin no-met female,linagliptin no-met female
111202000,121202000,-1,NA,alogliptin no-met male,linagliptin no-met male
111200100,121200100,-1,NA,alogliptin no-met black,linagliptin no-met black
111200001,121200001,-1,NA,alogliptin no-met without-rdz,linagliptin no-met without-rdz
111200002,121200002,-1,NA,alogliptin no-met with-rdz,linagliptin no-met with-rdz
112200000,122200000,-1,NA,alogliptin main ot2 no-met,linagliptin main ot2 no-met
112210000,122210000,-1,NA,alogliptin ot2 no-met younger-age,linagliptin ot2 no-met younger-age
112220000,122220000,-1,NA,alogliptin ot2 no-met middle-age,linagliptin ot2 no-met middle-age
112230000,122230000,-1,NA,alogliptin ot2 no-met older-age,linagliptin ot2 no-met older-age
112200010,122200010,-1,NA,alogliptin ot2 no-met low-cvr,linagliptin ot2 no-met low-cvr
112200020,122200020,-1,NA,alogliptin ot2 no-met higher-cvr,linagliptin ot2 no-met higher-cvr
112201000,122201000,-1,NA,alogliptin ot2 no-met female,linagliptin ot2 no-met female
112202000,122202000,-1,NA,alogliptin ot2 no-met male,linagliptin ot2 no-met male
112200100,122200100,-1,NA,alogliptin ot2 no-met black,linagliptin ot2 no-met black
112200001,122200001,-1,NA,alogliptin ot2 no-met without-rdz,linagliptin ot2 no-met without-rdz
112200002,122200002,-1,NA,alogliptin ot2 no-met with-rdz,linagliptin ot2 no-met with-rdz
111100000,131100000,-1,NA,alogliptin main,saxagliptin main
111110000,131110000,-1,NA,alogliptin younger-age,saxagliptin younger-age
111120000,131120000,-1,NA,alogliptin middle-age,saxagliptin middle-age
111130000,131130000,-1,NA,alogliptin older-age,saxagliptin older-age
111100010,131100010,-1,NA,alogliptin low-cvr,saxagliptin low-cvr
111100020,131100020,-1,NA,alogliptin higher-cvr,saxagliptin higher-cvr
111101000,131101000,-1,NA,alogliptin female,saxagliptin female
111102000,131102000,-1,NA,alogliptin male,saxagliptin male
111100100,131100100,-1,NA,alogliptin black,saxagliptin black
111100001,131100001,-1,NA,alogliptin without-rdz,saxagliptin without-rdz
111100002,131100002,-1,NA,alogliptin with-rdz,saxagliptin with-rdz
112100000,132100000,-1,NA,alogliptin main ot2,saxagliptin main ot2
112110000,132110000,-1,NA,alogliptin ot2 younger-age,saxagliptin ot2 younger-age
112120000,132120000,-1,NA,alogliptin ot2 middle-age,saxagliptin ot2 middle-age
112130000,132130000,-1,NA,alogliptin ot2 older-age,saxagliptin ot2 older-age
112100010,132100010,-1,NA,alogliptin ot2 low-cvr,saxagliptin ot2 low-cvr
112100020,132100020,-1,NA,alogliptin ot2 higher-cvr,saxagliptin ot2 higher-cvr
112101000,132101000,-1,NA,alogliptin ot2 female,saxagliptin ot2 female
112102000,132102000,-1,NA,alogliptin ot2 male,saxagliptin ot2 male
112100100,132100100,-1,NA,alogliptin ot2 black,saxagliptin ot2 black
112100001,132100001,-1,NA,alogliptin ot2 without-rdz,saxagliptin ot2 without-rdz
112100002,132100002,-1,NA,alogliptin ot2 with-rdz,saxagliptin ot2 with-rdz
111200000,131200000,-1,NA,alogliptin main no-met,saxagliptin main no-met
111210000,131210000,-1,NA,alogliptin no-met younger-age,saxagliptin no-met younger-age
111220000,131220000,-1,NA,alogliptin no-met middle-age,saxagliptin no-met middle-age
111230000,131230000,-1,NA,alogliptin no-met older-age,saxagliptin no-met older-age
111200010,131200010,-1,NA,alogliptin no-met low-cvr,saxagliptin no-met low-cvr
111200020,131200020,-1,NA,alogliptin no-met higher-cvr,saxagliptin no-met higher-cvr
111201000,131201000,-1,NA,alogliptin no-met female,saxagliptin no-met female
111202000,131202000,-1,NA,alogliptin no-met male,saxagliptin no-met male
111200100,131200100,-1,NA,alogliptin no-met black,saxagliptin no-met black
111200001,131200001,-1,NA,alogliptin no-met without-rdz,saxagliptin no-met without-rdz
111200002,131200002,-1,NA,alogliptin no-met with-rdz,saxagliptin no-met with-rdz
112200000,132200000,-1,NA,alogliptin main ot2 no-met,saxagliptin main ot2 no-met
112210000,132210000,-1,NA,alogliptin ot2 no-met younger-age,saxagliptin ot2 no-met younger-age
112220000,132220000,-1,NA,alogliptin ot2 no-met middle-age,saxagliptin ot2 no-met middle-age
112230000,132230000,-1,NA,alogliptin ot2 no-met older-age,saxagliptin ot2 no-met older-age
112200010,132200010,-1,NA,alogliptin ot2 no-met low-cvr,saxagliptin ot2 no-met low-cvr
112200020,132200020,-1,NA,alogliptin ot2 no-met higher-cvr,saxagliptin ot2 no-met higher-cvr
112201000,132201000,-1,NA,alogliptin ot2 no-met female,saxagliptin ot2 no-met female
112202000,132202000,-1,NA,alogliptin ot2 no-met male,saxagliptin ot2 no-met male
112200100,132200100,-1,NA,alogliptin ot2 no-met black,saxagliptin ot2 no-met black
112200001,132200001,-1,NA,alogliptin ot2 no-met without-rdz,saxagliptin ot2 no-met without-rdz
112200002,132200002,-1,NA,alogliptin ot2 no-met with-rdz,saxagliptin ot2 no-met with-rdz
111100000,141100000,-1,NA,alogliptin main,sitagliptin main
111110000,141110000,-1,NA,alogliptin younger-age,sitagliptin younger-age
111120000,141120000,-1,NA,alogliptin middle-age,sitagliptin middle-age
111130000,141130000,-1,NA,alogliptin older-age,sitagliptin older-age
111100010,141100010,-1,NA,alogliptin low-cvr,sitagliptin low-cvr
111100020,141100020,-1,NA,alogliptin higher-cvr,sitagliptin higher-cvr
111101000,141101000,-1,NA,alogliptin female,sitagliptin female
111102000,141102000,-1,NA,alogliptin male,sitagliptin male
111100100,141100100,-1,NA,alogliptin black,sitagliptin black
111100001,141100001,-1,NA,alogliptin without-rdz,sitagliptin without-rdz
111100002,141100002,-1,NA,alogliptin with-rdz,sitagliptin with-rdz
112100000,142100000,-1,NA,alogliptin main ot2,sitagliptin main ot2
112110000,142110000,-1,NA,alogliptin ot2 younger-age,sitagliptin ot2 younger-age
112120000,142120000,-1,NA,alogliptin ot2 middle-age,sitagliptin ot2 middle-age
112130000,142130000,-1,NA,alogliptin ot2 older-age,sitagliptin ot2 older-age
112100010,142100010,-1,NA,alogliptin ot2 low-cvr,sitagliptin ot2 low-cvr
112100020,142100020,-1,NA,alogliptin ot2 higher-cvr,sitagliptin ot2 higher-cvr
112101000,142101000,-1,NA,alogliptin ot2 female,sitagliptin ot2 female
112102000,142102000,-1,NA,alogliptin ot2 male,sitagliptin ot2 male
112100100,142100100,-1,NA,alogliptin ot2 black,sitagliptin ot2 black
112100001,142100001,-1,NA,alogliptin ot2 without-rdz,sitagliptin ot2 without-rdz
112100002,142100002,-1,NA,alogliptin ot2 with-rdz,sitagliptin ot2 with-rdz
111200000,141200000,-1,NA,alogliptin main no-met,sitagliptin main no-met
111210000,141210000,-1,NA,alogliptin no-met younger-age,sitagliptin no-met younger-age
111220000,141220000,-1,NA,alogliptin no-met middle-age,sitagliptin no-met middle-age
111230000,141230000,-1,NA,alogliptin no-met older-age,sitagliptin no-met older-age
111200010,141200010,-1,NA,alogliptin no-met low-cvr,sitagliptin no-met low-cvr
111200020,141200020,-1,NA,alogliptin no-met higher-cvr,sitagliptin no-met higher-cvr
111201000,141201000,-1,NA,alogliptin no-met female,sitagliptin no-met female
111202000,141202000,-1,NA,alogliptin no-met male,sitagliptin no-met male
111200100,141200100,-1,NA,alogliptin no-met black,sitagliptin no-met black
111200001,141200001,-1,NA,alogliptin no-met without-rdz,sitagliptin no-met without-rdz
111200002,141200002,-1,NA,alogliptin no-met with-rdz,sitagliptin no-met with-rdz
112200000,142200000,-1,NA,alogliptin main ot2 no-met,sitagliptin main ot2 no-met
112210000,142210000,-1,NA,alogliptin ot2 no-met younger-age,sitagliptin ot2 no-met younger-age
112220000,142220000,-1,NA,alogliptin ot2 no-met middle-age,sitagliptin ot2 no-met middle-age
112230000,142230000,-1,NA,alogliptin ot2 no-met older-age,sitagliptin ot2 no-met older-age
112200010,142200010,-1,NA,alogliptin ot2 no-met low-cvr,sitagliptin ot2 no-met low-cvr
112200020,142200020,-1,NA,alogliptin ot2 no-met higher-cvr,sitagliptin ot2 no-met higher-cvr
112201000,142201000,-1,NA,alogliptin ot2 no-met female,sitagliptin ot2 no-met female
112202000,142202000,-1,NA,alogliptin ot2 no-met male,sitagliptin ot2 no-met male
112200100,142200100,-1,NA,alogliptin ot2 no-met black,sitagliptin ot2 no-met black
112200001,142200001,-1,NA,alogliptin ot2 no-met without-rdz,sitagliptin ot2 no-met without-rdz
112200002,142200002,-1,NA,alogliptin ot2 no-met with-rdz,sitagliptin ot2 no-met with-rdz
111100000,151100000,-1,NA,alogliptin main,vildagliptin main
111110000,151110000,-1,NA,alogliptin younger-age,vildagliptin younger-age
111120000,151120000,-1,NA,alogliptin middle-age,vildagliptin middle-age
111130000,151130000,-1,NA,alogliptin older-age,vildagliptin older-age
111100010,151100010,-1,NA,alogliptin low-cvr,vildagliptin low-cvr
111100020,151100020,-1,NA,alogliptin higher-cvr,vildagliptin higher-cvr
111101000,151101000,-1,NA,alogliptin female,vildagliptin female
111102000,151102000,-1,NA,alogliptin male,vildagliptin male
111100100,151100100,-1,NA,alogliptin black,vildagliptin black
111100001,151100001,-1,NA,alogliptin without-rdz,vildagliptin without-rdz
111100002,151100002,-1,NA,alogliptin with-rdz,vildagliptin with-rdz
112100000,152100000,-1,NA,alogliptin main ot2,vildagliptin main ot2
112110000,152110000,-1,NA,alogliptin ot2 younger-age,vildagliptin ot2 younger-age
112120000,152120000,-1,NA,alogliptin ot2 middle-age,vildagliptin ot2 middle-age
112130000,152130000,-1,NA,alogliptin ot2 older-age,vildagliptin ot2 older-age
112100010,152100010,-1,NA,alogliptin ot2 low-cvr,vildagliptin ot2 low-cvr
112100020,152100020,-1,NA,alogliptin ot2 higher-cvr,vildagliptin ot2 higher-cvr
112101000,152101000,-1,NA,alogliptin ot2 female,vildagliptin ot2 female
112102000,152102000,-1,NA,alogliptin ot2 male,vildagliptin ot2 male
112100100,152100100,-1,NA,alogliptin ot2 black,vildagliptin ot2 black
112100001,152100001,-1,NA,alogliptin ot2 without-rdz,vildagliptin ot2 without-rdz
112100002,152100002,-1,NA,alogliptin ot2 with-rdz,vildagliptin ot2 with-rdz
111200000,151200000,-1,NA,alogliptin main no-met,vildagliptin main no-met
111210000,151210000,-1,NA,alogliptin no-met younger-age,vildagliptin no-met younger-age
111220000,151220000,-1,NA,alogliptin no-met middle-age,vildagliptin no-met middle-age
111230000,151230000,-1,NA,alogliptin no-met older-age,vildagliptin no-met older-age
111200010,151200010,-1,NA,alogliptin no-met low-cvr,vildagliptin no-met low-cvr
111200020,151200020,-1,NA,alogliptin no-met higher-cvr,vildagliptin no-met higher-cvr
111201000,151201000,-1,NA,alogliptin no-met female,vildagliptin no-met female
111202000,151202000,-1,NA,alogliptin no-met male,vildagliptin no-met male
111200100,151200100,-1,NA,alogliptin no-met black,vildagliptin no-met black
111200001,151200001,-1,NA,alogliptin no-met without-rdz,vildagliptin no-met without-rdz
111200002,151200002,-1,NA,alogliptin no-met with-rdz,vildagliptin no-met with-rdz
112200000,152200000,-1,NA,alogliptin main ot2 no-met,vildagliptin main ot2 no-met
112210000,152210000,-1,NA,alogliptin ot2 no-met younger-age,vildagliptin ot2 no-met younger-age
112220000,152220000,-1,NA,alogliptin ot2 no-met middle-age,vildagliptin ot2 no-met middle-age
112230000,152230000,-1,NA,alogliptin ot2 no-met older-age,vildagliptin ot2 no-met older-age
112200010,152200010,-1,NA,alogliptin ot2 no-met low-cvr,vildagliptin ot2 no-met low-cvr
112200020,152200020,-1,NA,alogliptin ot2 no-met higher-cvr,vildagliptin ot2 no-met higher-cvr
112201000,152201000,-1,NA,alogliptin ot2 no-met female,vildagliptin ot2 no-met female
112202000,152202000,-1,NA,alogliptin ot2 no-met male,vildagliptin ot2 no-met male
112200100,152200100,-1,NA,alogliptin ot2 no-met black,vildagliptin ot2 no-met black
112200001,152200001,-1,NA,alogliptin ot2 no-met without-rdz,vildagliptin ot2 no-met without-rdz
112200002,152200002,-1,NA,alogliptin ot2 no-met with-rdz,vildagliptin ot2 no-met with-rdz
111100000,211100000,-1,NA,alogliptin main,albiglutide main
111110000,211110000,-1,NA,alogliptin younger-age,albiglutide younger-age
111120000,211120000,-1,NA,alogliptin middle-age,albiglutide middle-age
111130000,211130000,-1,NA,alogliptin older-age,albiglutide older-age
111100010,211100010,-1,NA,alogliptin low-cvr,albiglutide low-cvr
111100020,211100020,-1,NA,alogliptin higher-cvr,albiglutide higher-cvr
111101000,211101000,-1,NA,alogliptin female,albiglutide female
111102000,211102000,-1,NA,alogliptin male,albiglutide male
111100100,211100100,-1,NA,alogliptin black,albiglutide black
111100001,211100001,-1,NA,alogliptin without-rdz,albiglutide without-rdz
111100002,211100002,-1,NA,alogliptin with-rdz,albiglutide with-rdz
112100000,212100000,-1,NA,alogliptin main ot2,albiglutide main ot2
112110000,212110000,-1,NA,alogliptin ot2 younger-age,albiglutide ot2 younger-age
112120000,212120000,-1,NA,alogliptin ot2 middle-age,albiglutide ot2 middle-age
112130000,212130000,-1,NA,alogliptin ot2 older-age,albiglutide ot2 older-age
112100010,212100010,-1,NA,alogliptin ot2 low-cvr,albiglutide ot2 low-cvr
112100020,212100020,-1,NA,alogliptin ot2 higher-cvr,albiglutide ot2 higher-cvr
112101000,212101000,-1,NA,alogliptin ot2 female,albiglutide ot2 female
112102000,212102000,-1,NA,alogliptin ot2 male,albiglutide ot2 male
112100100,212100100,-1,NA,alogliptin ot2 black,albiglutide ot2 black
112100001,212100001,-1,NA,alogliptin ot2 without-rdz,albiglutide ot2 without-rdz
112100002,212100002,-1,NA,alogliptin ot2 with-rdz,albiglutide ot2 with-rdz
111200000,211200000,-1,NA,alogliptin main no-met,albiglutide main no-met
111210000,211210000,-1,NA,alogliptin no-met younger-age,albiglutide no-met younger-age
111220000,211220000,-1,NA,alogliptin no-met middle-age,albiglutide no-met middle-age
111230000,211230000,-1,NA,alogliptin no-met older-age,albiglutide no-met older-age
111200010,211200010,-1,NA,alogliptin no-met low-cvr,albiglutide no-met low-cvr
111200020,211200020,-1,NA,alogliptin no-met higher-cvr,albiglutide no-met higher-cvr
111201000,211201000,-1,NA,alogliptin no-met female,albiglutide no-met female
111202000,211202000,-1,NA,alogliptin no-met male,albiglutide no-met male
111200100,211200100,-1,NA,alogliptin no-met black,albiglutide no-met black
111200001,211200001,-1,NA,alogliptin no-met without-rdz,albiglutide no-met without-rdz
111200002,211200002,-1,NA,alogliptin no-met with-rdz,albiglutide no-met with-rdz
112200000,212200000,-1,NA,alogliptin main ot2 no-met,albiglutide main ot2 no-met
112210000,212210000,-1,NA,alogliptin ot2 no-met younger-age,albiglutide ot2 no-met younger-age
112220000,212220000,-1,NA,alogliptin ot2 no-met middle-age,albiglutide ot2 no-met middle-age
112230000,212230000,-1,NA,alogliptin ot2 no-met older-age,albiglutide ot2 no-met older-age
112200010,212200010,-1,NA,alogliptin ot2 no-met low-cvr,albiglutide ot2 no-met low-cvr
112200020,212200020,-1,NA,alogliptin ot2 no-met higher-cvr,albiglutide ot2 no-met higher-cvr
112201000,212201000,-1,NA,alogliptin ot2 no-met female,albiglutide ot2 no-met female
112202000,212202000,-1,NA,alogliptin ot2 no-met male,albiglutide ot2 no-met male
112200100,212200100,-1,NA,alogliptin ot2 no-met black,albiglutide ot2 no-met black
112200001,212200001,-1,NA,alogliptin ot2 no-met without-rdz,albiglutide ot2 no-met without-rdz
112200002,212200002,-1,NA,alogliptin ot2 no-met with-rdz,albiglutide ot2 no-met with-rdz
111100000,221100000,-1,NA,alogliptin main,dulaglutide main
111110000,221110000,-1,NA,alogliptin younger-age,dulaglutide younger-age
111120000,221120000,-1,NA,alogliptin middle-age,dulaglutide middle-age
111130000,221130000,-1,NA,alogliptin older-age,dulaglutide older-age
111100010,221100010,-1,NA,alogliptin low-cvr,dulaglutide low-cvr
111100020,221100020,-1,NA,alogliptin higher-cvr,dulaglutide higher-cvr
111101000,221101000,-1,NA,alogliptin female,dulaglutide female
111102000,221102000,-1,NA,alogliptin male,dulaglutide male
111100100,221100100,-1,NA,alogliptin black,dulaglutide black
111100001,221100001,-1,NA,alogliptin without-rdz,dulaglutide without-rdz
111100002,221100002,-1,NA,alogliptin with-rdz,dulaglutide with-rdz
112100000,222100000,-1,NA,alogliptin main ot2,dulaglutide main ot2
112110000,222110000,-1,NA,alogliptin ot2 younger-age,dulaglutide ot2 younger-age
112120000,222120000,-1,NA,alogliptin ot2 middle-age,dulaglutide ot2 middle-age
112130000,222130000,-1,NA,alogliptin ot2 older-age,dulaglutide ot2 older-age
112100010,222100010,-1,NA,alogliptin ot2 low-cvr,dulaglutide ot2 low-cvr
112100020,222100020,-1,NA,alogliptin ot2 higher-cvr,dulaglutide ot2 higher-cvr
112101000,222101000,-1,NA,alogliptin ot2 female,dulaglutide ot2 female
112102000,222102000,-1,NA,alogliptin ot2 male,dulaglutide ot2 male
112100100,222100100,-1,NA,alogliptin ot2 black,dulaglutide ot2 black
112100001,222100001,-1,NA,alogliptin ot2 without-rdz,dulaglutide ot2 without-rdz
112100002,222100002,-1,NA,alogliptin ot2 with-rdz,dulaglutide ot2 with-rdz
111200000,221200000,-1,NA,alogliptin main no-met,dulaglutide main no-met
111210000,221210000,-1,NA,alogliptin no-met younger-age,dulaglutide no-met younger-age
111220000,221220000,-1,NA,alogliptin no-met middle-age,dulaglutide no-met middle-age
111230000,221230000,-1,NA,alogliptin no-met older-age,dulaglutide no-met older-age
111200010,221200010,-1,NA,alogliptin no-met low-cvr,dulaglutide no-met low-cvr
111200020,221200020,-1,NA,alogliptin no-met higher-cvr,dulaglutide no-met higher-cvr
111201000,221201000,-1,NA,alogliptin no-met female,dulaglutide no-met female
111202000,221202000,-1,NA,alogliptin no-met male,dulaglutide no-met male
111200100,221200100,-1,NA,alogliptin no-met black,dulaglutide no-met black
111200001,221200001,-1,NA,alogliptin no-met without-rdz,dulaglutide no-met without-rdz
111200002,221200002,-1,NA,alogliptin no-met with-rdz,dulaglutide no-met with-rdz
112200000,222200000,-1,NA,alogliptin main ot2 no-met,dulaglutide main ot2 no-met
112210000,222210000,-1,NA,alogliptin ot2 no-met younger-age,dulaglutide ot2 no-met younger-age
112220000,222220000,-1,NA,alogliptin ot2 no-met middle-age,dulaglutide ot2 no-met middle-age
112230000,222230000,-1,NA,alogliptin ot2 no-met older-age,dulaglutide ot2 no-met older-age
112200010,222200010,-1,NA,alogliptin ot2 no-met low-cvr,dulaglutide ot2 no-met low-cvr
112200020,222200020,-1,NA,alogliptin ot2 no-met higher-cvr,dulaglutide ot2 no-met higher-cvr
112201000,222201000,-1,NA,alogliptin ot2 no-met female,dulaglutide ot2 no-met female
112202000,222202000,-1,NA,alogliptin ot2 no-met male,dulaglutide ot2 no-met male
112200100,222200100,-1,NA,alogliptin ot2 no-met black,dulaglutide ot2 no-met black
112200001,222200001,-1,NA,alogliptin ot2 no-met without-rdz,dulaglutide ot2 no-met without-rdz
112200002,222200002,-1,NA,alogliptin ot2 no-met with-rdz,dulaglutide ot2 no-met with-rdz
111100000,231100000,-1,NA,alogliptin main,exenatide main
111110000,231110000,-1,NA,alogliptin younger-age,exenatide younger-age
111120000,231120000,-1,NA,alogliptin middle-age,exenatide middle-age
111130000,231130000,-1,NA,alogliptin older-age,exenatide older-age
111100010,231100010,-1,NA,alogliptin low-cvr,exenatide low-cvr
111100020,231100020,-1,NA,alogliptin higher-cvr,exenatide higher-cvr
111101000,231101000,-1,NA,alogliptin female,exenatide female
111102000,231102000,-1,NA,alogliptin male,exenatide male
111100100,231100100,-1,NA,alogliptin black,exenatide black
111100001,231100001,-1,NA,alogliptin without-rdz,exenatide without-rdz
111100002,231100002,-1,NA,alogliptin with-rdz,exenatide with-rdz
112100000,232100000,-1,NA,alogliptin main ot2,exenatide main ot2
112110000,232110000,-1,NA,alogliptin ot2 younger-age,exenatide ot2 younger-age
112120000,232120000,-1,NA,alogliptin ot2 middle-age,exenatide ot2 middle-age
112130000,232130000,-1,NA,alogliptin ot2 older-age,exenatide ot2 older-age
112100010,232100010,-1,NA,alogliptin ot2 low-cvr,exenatide ot2 low-cvr
112100020,232100020,-1,NA,alogliptin ot2 higher-cvr,exenatide ot2 higher-cvr
112101000,232101000,-1,NA,alogliptin ot2 female,exenatide ot2 female
112102000,232102000,-1,NA,alogliptin ot2 male,exenatide ot2 male
112100100,232100100,-1,NA,alogliptin ot2 black,exenatide ot2 black
112100001,232100001,-1,NA,alogliptin ot2 without-rdz,exenatide ot2 without-rdz
112100002,232100002,-1,NA,alogliptin ot2 with-rdz,exenatide ot2 with-rdz
111200000,231200000,-1,NA,alogliptin main no-met,exenatide main no-met
111210000,231210000,-1,NA,alogliptin no-met younger-age,exenatide no-met younger-age
111220000,231220000,-1,NA,alogliptin no-met middle-age,exenatide no-met middle-age
111230000,231230000,-1,NA,alogliptin no-met older-age,exenatide no-met older-age
111200010,231200010,-1,NA,alogliptin no-met low-cvr,exenatide no-met low-cvr
111200020,231200020,-1,NA,alogliptin no-met higher-cvr,exenatide no-met higher-cvr
111201000,231201000,-1,NA,alogliptin no-met female,exenatide no-met female
111202000,231202000,-1,NA,alogliptin no-met male,exenatide no-met male
111200100,231200100,-1,NA,alogliptin no-met black,exenatide no-met black
111200001,231200001,-1,NA,alogliptin no-met without-rdz,exenatide no-met without-rdz
111200002,231200002,-1,NA,alogliptin no-met with-rdz,exenatide no-met with-rdz
112200000,232200000,-1,NA,alogliptin main ot2 no-met,exenatide main ot2 no-met
112210000,232210000,-1,NA,alogliptin ot2 no-met younger-age,exenatide ot2 no-met younger-age
112220000,232220000,-1,NA,alogliptin ot2 no-met middle-age,exenatide ot2 no-met middle-age
112230000,232230000,-1,NA,alogliptin ot2 no-met older-age,exenatide ot2 no-met older-age
112200010,232200010,-1,NA,alogliptin ot2 no-met low-cvr,exenatide ot2 no-met low-cvr
112200020,232200020,-1,NA,alogliptin ot2 no-met higher-cvr,exenatide ot2 no-met higher-cvr
112201000,232201000,-1,NA,alogliptin ot2 no-met female,exenatide ot2 no-met female
112202000,232202000,-1,NA,alogliptin ot2 no-met male,exenatide ot2 no-met male
112200100,232200100,-1,NA,alogliptin ot2 no-met black,exenatide ot2 no-met black
112200001,232200001,-1,NA,alogliptin ot2 no-met without-rdz,exenatide ot2 no-met without-rdz
112200002,232200002,-1,NA,alogliptin ot2 no-met with-rdz,exenatide ot2 no-met with-rdz
111100000,241100000,-1,NA,alogliptin main,liraglutide main
111110000,241110000,-1,NA,alogliptin younger-age,liraglutide younger-age
111120000,241120000,-1,NA,alogliptin middle-age,liraglutide middle-age
111130000,241130000,-1,NA,alogliptin older-age,liraglutide older-age
111100010,241100010,-1,NA,alogliptin low-cvr,liraglutide low-cvr
111100020,241100020,-1,NA,alogliptin higher-cvr,liraglutide higher-cvr
111101000,241101000,-1,NA,alogliptin female,liraglutide female
111102000,241102000,-1,NA,alogliptin male,liraglutide male
111100100,241100100,-1,NA,alogliptin black,liraglutide black
111100001,241100001,-1,NA,alogliptin without-rdz,liraglutide without-rdz
111100002,241100002,-1,NA,alogliptin with-rdz,liraglutide with-rdz
112100000,242100000,-1,NA,alogliptin main ot2,liraglutide main ot2
112110000,242110000,-1,NA,alogliptin ot2 younger-age,liraglutide ot2 younger-age
112120000,242120000,-1,NA,alogliptin ot2 middle-age,liraglutide ot2 middle-age
112130000,242130000,-1,NA,alogliptin ot2 older-age,liraglutide ot2 older-age
112100010,242100010,-1,NA,alogliptin ot2 low-cvr,liraglutide ot2 low-cvr
112100020,242100020,-1,NA,alogliptin ot2 higher-cvr,liraglutide ot2 higher-cvr
112101000,242101000,-1,NA,alogliptin ot2 female,liraglutide ot2 female
112102000,242102000,-1,NA,alogliptin ot2 male,liraglutide ot2 male
112100100,242100100,-1,NA,alogliptin ot2 black,liraglutide ot2 black
112100001,242100001,-1,NA,alogliptin ot2 without-rdz,liraglutide ot2 without-rdz
112100002,242100002,-1,NA,alogliptin ot2 with-rdz,liraglutide ot2 with-rdz
111200000,241200000,-1,NA,alogliptin main no-met,liraglutide main no-met
111210000,241210000,-1,NA,alogliptin no-met younger-age,liraglutide no-met younger-age
111220000,241220000,-1,NA,alogliptin no-met middle-age,liraglutide no-met middle-age
111230000,241230000,-1,NA,alogliptin no-met older-age,liraglutide no-met older-age
111200010,241200010,-1,NA,alogliptin no-met low-cvr,liraglutide no-met low-cvr
111200020,241200020,-1,NA,alogliptin no-met higher-cvr,liraglutide no-met higher-cvr
111201000,241201000,-1,NA,alogliptin no-met female,liraglutide no-met female
111202000,241202000,-1,NA,alogliptin no-met male,liraglutide no-met male
111200100,241200100,-1,NA,alogliptin no-met black,liraglutide no-met black
111200001,241200001,-1,NA,alogliptin no-met without-rdz,liraglutide no-met without-rdz
111200002,241200002,-1,NA,alogliptin no-met with-rdz,liraglutide no-met with-rdz
112200000,242200000,-1,NA,alogliptin main ot2 no-met,liraglutide main ot2 no-met
112210000,242210000,-1,NA,alogliptin ot2 no-met younger-age,liraglutide ot2 no-met younger-age
112220000,242220000,-1,NA,alogliptin ot2 no-met middle-age,liraglutide ot2 no-met middle-age
112230000,242230000,-1,NA,alogliptin ot2 no-met older-age,liraglutide ot2 no-met older-age
112200010,242200010,-1,NA,alogliptin ot2 no-met low-cvr,liraglutide ot2 no-met low-cvr
112200020,242200020,-1,NA,alogliptin ot2 no-met higher-cvr,liraglutide ot2 no-met higher-cvr
112201000,242201000,-1,NA,alogliptin ot2 no-met female,liraglutide ot2 no-met female
112202000,242202000,-1,NA,alogliptin ot2 no-met male,liraglutide ot2 no-met male
